formula,bulk_modulus,shear_modulus,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
CaF2,76.54559089,38.43774568,Ca1 F2,9,20,11,12.666666666666666,4.888888888888888,9,7,93,86,64.33333333333333,38.22222222222222,93,18.9984032,40.078,21.079596800000004,26.024935466666665,9.368709689,18.9984032,53.5,1115,1061.5,407.3333333333333,471.7777777777778,53.5,2,17,15,12,6.666666666666667,17,2,4,2,2.6666666666666665,0.8888888888888888,2,57,176,119,96.66666666666667,52.88888888888889,57,1,3.98,2.98,2.986666666666667,1.3244444444444443,3.98,2,2,0,2,0,2,0,5,5,3.3333333333333335,2.222222222222222,5,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,5.333333333333333,2.2222222222222223,7,0,0,0,0,0,0,0,1,1,0.6666666666666666,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6666666666666666,0.4444444444444445,1,9.7075,37.77,28.062500000000004,19.061666666666667,12.472222222222223,9.7075,0,1.97,1.97,1.3133333333333332,0.8755555555555556,1.97,0,0,0,0,0,0,15,225,210,85,93.33333333333333,15
Nb5Si3,185.3600035,64.39589625,Nb5 Si3,14,41,27,30.875,12.65625,41,47,78,31,58.625,14.53125,47,28.0855,92.90638,64.82088,68.59855,30.3847875,92.90638,1687,2750,1063,2351.375,498.28125,2750,5,14,9,8.375,4.21875,5,3,5,2,4.25,0.9375,5,111,164,53,144.125,24.84375,164,1.6,1.9,0.2999999999999998,1.7125,0.1406249999999999,1.6,1,2,1,1.375,0.46875,1,0,2,2,0.75,0.9375,0,0,4,4,2.5,1.875,4,0,0,0,0,0,0,4,5,1,4.625,0.46875,5,0,1,1,0.625,0.46875,1,0,4,4,1.5,1.875,0,0,6,6,3.75,2.8125,6,0,0,0,0,0,0,4,7,3,5.875,1.40625,7,18.18,20.44,2.2600000000000016,19.027500000000003,1.0593750000000015,18.18,0,0.773,0.773,0.289875,0.36234374999999996,0,0,0,0,0,0,0,227,229,2,228.25,0.9375,229
Ca(ZnSi)2,70.02518374,36.05551693,Ca1 Zn2 Si2,14,30,16,21.6,6.720000000000001,14,7,78,71,60.2,21.279999999999998,69,28.0855,65.38,37.2945,45.401799999999994,15.982559999999996,28.0855,692.68,1687,994.32,1174.8719999999998,409.70239999999995,692.68,2,14,12,10.8,3.5199999999999996,12,3,4,1,3.6,0.48,3,111,176,65,128.4,19.040000000000003,111,1,1.9,0.8999999999999999,1.6199999999999999,0.248,1.65,2,2,0,2,0,2,0,2,2,0.8,0.9600000000000002,0,0,10,10,4,4.8,0,0,0,0,0,0,0,2,12,10,6.8,4.159999999999999,4,0,0,0,0,0,0,0,4,4,1.6,1.9200000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.6,1.9200000000000004,0,13.96,37.77,23.810000000000002,21.314,6.5824,13.96,0,0.773,0.773,0.30920000000000003,0.37104,0,0,0,0,0,0,0,194,227,33,213.4,15.52,194
LiMgP,55.12535816,42.94141559,Li1 Mg1 P1,3,15,12,10,4.666666666666667,3,1,83,82,50.666666666666664,33.111111111111114,1,6.941,30.973762,24.032762,20.739920666666666,9.199280444444446,6.941,317.3,923,605.7,564.6633333333333,238.8911111111111,317.3,1,15,14,6,6,1,2,3,1,2.6666666666666665,0.4444444444444445,2,107,141,34,125.33333333333333,12.222222222222223,107,0.98,2.19,1.21,1.4933333333333334,0.46444444444444444,0.98,1,2,1,1.6666666666666667,0.4444444444444444,1,0,3,3,1,1.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.6666666666666665,1.5555555555555554,1,0,1,1,0.3333333333333333,0.4444444444444444,0,0,3,3,1,1.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.3333333333333333,1.111111111111111,0,16.59333333,22.89,6.296666666700002,20.684523809499996,2.7274603174666687,16.59333333,0,1.625,1.625,0.5416666666666666,0.7222222222222223,0,0,0,0,0,0,0,2,229,227,141.66666666666666,93.11111111111113,2
ZnWO4,142.0347987,54.06661614,Zn1 W1 O4,8,74,66,22.666666666666668,19.555555555555554,8,51,87,36,78,12,87,15.9994,183.84,167.8406,52.202933333333334,48.27137777777778,15.9994,54.8,3695,3640.2,767.8133333333334,975.7288888888888,54.8,6,16,10,13.666666666666666,3.111111111111111,16,2,6,4,3,1.3333333333333333,2,66,162,96,91.33333333333333,33.77777777777778,66,1.65,3.44,1.79,2.9616666666666664,0.6377777777777779,3.44,2,2,0,2,0,2,0,4,4,2.6666666666666665,1.777777777777778,4,0,10,10,2.3333333333333335,3.1111111111111107,0,0,14,14,2.3333333333333335,3.8888888888888893,0,6,20,14,9.333333333333334,4.444444444444445,6,0,0,0,0,0,0,0,2,2,1.3333333333333333,0.888888889,2,0,6,6,1,1.6666666666666667,0,0,0,0,0,0,0,0,6,6,2.3333333333333335,1.2222222222222223,2,9.105,16.05,6.945,11.071666666666667,2.6222222222222222,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,78.5,88.66666666666667,12
ZrO2,109.3241765,49.56765107,Zr1 O2,8,40,32,18.666666666666668,14.222222222222223,8,44,87,43,72.66666666666667,19.11111111111111,87,15.9994,91.224,75.22460000000001,41.07426666666667,33.43315555555555,15.9994,54.8,2128,2073.2,745.8666666666667,921.4222222222221,54.8,4,16,12,12,5.333333333333333,16,2,5,3,3,1.3333333333333333,2,66,175,109,102.33333333333333,48.444444444444436,66,1.33,3.44,2.11,2.736666666666667,0.9377777777777777,3.44,2,2,0,2,0,2,0,4,4,2.6666666666666665,1.777777777777778,4,0,2,2,0.6666666666666666,0.888888889,0,0,0,0,0,0,0,4,6,2,5.333333333333333,0.888888889,6,0,0,0,0,0,0,0,2,2,1.3333333333333333,0.888888889,2,0,8,8,2.6666666666666665,3.555555555555556,0,0,0,0,0,0,0,2,8,6,4,2.6666666666666665,2,9.105,23.195,14.09,13.801666666666668,6.262222222222223,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,72.66666666666667,80.88888889,12
NiAgO2,126.5401835,37.28059169,Ni1 Ag1 O2,8,47,39,22.75,14.75,8,61,87,26,75,12,87,15.9994,107.8682,91.86880000000001,49.6401,33.640699999999995,15.9994,54.8,1728,1673.2,768.1325,713.3325,54.8,10,16,6,13.25,2.75,16,2,5,3,3.25,1.25,2,66,145,79,100.25,34.25,66,1.91,3.44,1.53,2.6799999999999997,0.76,3.44,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,10,10,4.5,4.5,0,0,0,0,0,0,0,6,11,5,8.25,2.25,6,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,2,2,0.5,0.75,0,0,0,0,0,0,0,1,2,1,1.75,0.375,2,9.105,16.33,7.224999999999998,11.215,2.557499999999999,9.105,0,0,0,0,0,0,0,0.5953947,0.5953947,0.148848675,0.22327301250000003,0,12,225,213,118.5,106.5,12
SrLiP,44.2994691,36.62240225,Sr1 Li1 P1,3,38,35,18.666666666666668,12.888888888888891,3,1,83,82,30.666666666666668,34.888888888888886,1,6.941,87.62,80.679,41.84492066666667,30.516719555555557,6.941,317.3,1050,732.7,606.9966666666667,295.3355555555556,317.3,1,15,14,6,6,1,2,5,3,3.3333333333333335,1.1111111111111112,2,107,195,88,143.33333333333334,34.44444444444445,107,0.95,2.19,1.24,1.3733333333333333,0.5444444444444444,0.95,1,2,1,1.6666666666666667,0.4444444444444444,1,0,3,3,1,1.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.6666666666666665,1.5555555555555554,1,0,1,1,0.3333333333333333,0.4444444444444444,0,0,3,3,1,1.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.3333333333333333,1.111111111111111,0,16.59333333,54.23,37.636666666699995,31.131190476166665,15.39920634922222,16.59333333,0,1.625,1.625,0.5416666666666666,0.7222222222222223,0,0,0,0,0,0,0,2,229,227,152,100,2
SrZnSi,49.22276146,38.70934216,Sr1 Zn1 Si1,14,38,24,27.333333333333332,8.888888889,14,8,78,70,51.666666666666664,29.111111111111114,8,28.0855,87.62,59.53450000000001,60.36183333333333,21.517555555555557,28.0855,692.68,1687,994.32,1143.2266666666667,362.5155555555555,692.68,2,14,12,9.333333333333334,4.888888888888888,2,3,5,2,4,0.6666666666666666,3,111,195,84,142.66666666666666,34.888888888888886,111,0.95,1.9,0.95,1.5,0.36666666666666664,0.95,2,2,0,2,0,2,0,2,2,0.6666666666666666,0.888888889,0,0,10,10,3.3333333333333335,4.444444444444445,0,0,0,0,0,0,0,2,12,10,6,4,2,0,0,0,0,0,0,0,4,4,1.3333333333333333,1.777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.3333333333333333,1.777777777777778,0,13.96,54.23,40.269999999999996,29.543333333333333,16.457777777777775,13.96,0,0.773,0.773,0.25766666666666665,0.3435555555555556,0,0,0,0,0,0,0,194,227,33,215.33333333333334,14.22222222222222,194
Ni2P,193.6178548,41.6936902,Ni2 P1,15,28,13,23.666666666666668,5.777777777777778,28,61,83,22,68.33333333333333,9.777777777777777,61,30.973762,58.6934,27.719637999999996,49.45352066666666,12.31983911111111,58.6934,317.3,1728,1410.7,1257.7666666666667,626.9777777777778,1728,10,15,5,11.666666666666666,2.222222222222222,10,3,4,1,3.6666666666666665,0.4444444444444445,4,107,124,17,118.33333333333333,7.555555555555557,124,1.91,2.19,0.28,2.0033333333333334,0.12444444444444451,1.91,2,2,0,2,0,2,0,3,3,1,1.3333333333333333,0,0,8,8,5.333333333333333,3.555555555555556,8,0,0,0,0,0,0,5,10,5,8.333333333333334,2.222222222222222,10,0,0,0,0,0,0,0,3,3,1,1.3333333333333333,0,0,2,2,1.3333333333333333,0.888888889,2,0,0,0,0,0,0,2,3,1,2.3333333333333335,0.4444444444444445,2,10.32,22.5702381,12.2502381,14.403412698399999,5.4445502645333335,10.32,0,1.625,1.625,0.5416666666666666,0.7222222222222223,0,0,0.5953947,0.5953947,0.39692980000000005,0.26461986666666665,0.5953947,2,225,223,150.66666666666666,99.11111111111113,225
YSi,89.41816126,65.16045766,Y1 Si1,14,39,25,26.5,12.5,14,12,78,66,45,33,12,28.0855,88.90585,60.820350000000005,58.495675,30.410175000000002,28.0855,1687,1799,112,1743,56,1687,3,14,11,8.5,5.5,3,3,5,2,4,1,3,111,190,79,150.5,39.5,111,1.22,1.9,0.6799999999999999,1.56,0.33999999999999997,1.22,2,2,0,2,0,2,0,2,2,1,1,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,3,4,1,3.5,0.5,3,0,0,0,0,0,0,0,4,4,2,2,0,0,9,9,4.5,4.5,0,0,0,0,0,0,0,4,9,5,6.5,2.5,4,20.44,32.365,11.925,26.402500000000003,5.9625,20.44,0,0.773,0.773,0.3865,0.3865,0,0,0,0,0,0,0,194,227,33,210.5,16.5,194
YSiRh,124.012555,61.62565617,Y1 Si1 Rh1,14,45,31,32.666666666666664,12.444444444444445,14,12,78,66,49.666666666666664,25.111111111111114,12,28.0855,102.9055,74.82000000000001,73.29895,30.142300000000002,28.0855,1687,2237,550,1907.6666666666667,219.55555555555557,1687,3,14,11,8.666666666666666,3.777777777777778,3,3,5,2,4.333333333333333,0.888888889,3,111,190,79,147.66666666666666,28.222222222222218,111,1.22,2.28,1.0599999999999998,1.8,0.38666666666666655,1.22,1,2,1,1.6666666666666667,0.4444444444444444,1,0,2,2,0.6666666666666666,0.8888888888888888,0,0,8,8,3,3.3333333333333335,0,0,0,0,0,0,0,3,9,6,5.333333333333333,2.444444444444444,3,0,1,1,0.3333333333333333,0.4444444444444445,0,0,4,4,1.3333333333333333,1.7777777777777777,0,0,9,9,3.6666666666666665,3.5555555555555554,0,0,0,0,0,0,0,3,9,6,5.333333333333333,2.444444444444444,3,13.64,32.365,18.725,22.148333333333337,6.811111111111113,13.64,0,0.773,0.773,0.25766666666666665,0.3435555555555556,0,0,0,0,0,0,0,194,227,33,215.33333333333334,14.22222222222222,194
NaCrS2,59.89112043,36.57881781,Na1 Cr1 S2,11,24,13,16.75,3.625,16,2,88,86,56.75,31.25,88,22.98976928,51.9961,29.006330719999998,34.77896732,8.60856634,32.065,370.87,2180,1809.13,831.8975,674.05125,388.36,1,16,15,9.75,6.25,16,3,4,1,3.25,0.375,3,105,166,61,128.75,23.75,105,0.93,2.58,1.65,1.9375,0.6425000000000001,2.58,1,2,1,1.5,0.5,2,0,4,4,2,2,4,0,5,5,1.25,1.875,0,0,0,0,0,0,0,1,6,5,4.75,1.875,6,0,1,1,0.5,0.5,0,0,2,2,1,1,2,0,5,5,1.25,1.875,0,0,0,0,0,0,0,1,6,5,2.75,1.625,2,11.19,29.24333333,18.053333333300003,23.001770833324997,5.905885416662501,25.786875,0,2.202,2.202,1.101,1.101,2.202,0,0,0,0,0,0,70,229,159,149.5,79.5,70
BaZrN2,99.95668307,39.9410279,Ba1 Zr1 N2,7,56,49,27.5,20.5,7,9,82,73,54.25,27.75,82,14.0067,137.327,123.3203,64.1411,50.1344,14.0067,63.05,2128,2064.95,813.525,750.4749999999999,63.05,2,15,13,9,6,15,2,6,4,3.75,1.75,2,71,215,144,133,62,71,0.89,3.04,2.15,2.075,0.965,3.04,2,2,0,2,0,2,0,3,3,1.5,1.5,3,0,2,2,0.5,0.75,0,0,0,0,0,0,0,2,5,3,4,1,5,0,0,0,0,0,0,0,3,3,1.5,1.5,3,0,8,8,2,3,0,0,0,0,0,0,0,0,8,8,3.5,2.25,3,14.76875,63.59,48.821250000000006,29.080624999999998,17.2546875,14.76875,0,6.437,6.437,3.2185,3.2185,6.437,0,0,0,0,0,0,194,229,35,202.75,13.125,194
NaMgF3,69.62351228,41.65188405,Na1 Mg1 F3,9,12,3,10,1.2,9,2,93,91,69.8,27.839999999999996,93,18.9984032,24.305,5.306596800000001,20.85799578,2.2315110912000007,18.9984032,53.5,923,869.5,290.87399999999997,284.8488,53.5,1,17,16,10.8,7.44,17,2,3,1,2.4,0.48,2,57,166,109,95.6,46.32,57,0.93,3.98,3.05,2.836,1.3728,3.98,1,2,1,1.8,0.31999999999999995,2,0,5,5,3,2.4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,4.8,2.6399999999999997,7,0,1,1,0.2,0.32,0,0,1,1,0.6,0.4800000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8,0.31999999999999995,1,9.7075,29.24333333,19.53583333,16.25116667,7.8523999999920004,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0,0,0,0,0,15,229,214,93.6,94.32000000000001,15
LiCuO2,80.90753913,40.10869478,Li1 Cu1 O2,3,29,26,12,8.5,8,1,87,86,59.75,29.375,87,6.941,63.546,56.605,25.62145,18.962274999999998,15.9994,54.8,1357.77,1302.97,480.265,438.75249999999994,54.8,1,16,15,11,5,16,2,4,2,2.5,0.75,2,66,132,66,98,32,66,0.98,3.44,2.46,2.44,1,3.44,1,2,1,1.5,0.5,2,0,4,4,2,2,4,0,10,10,2.5,3.75,0,0,0,0,0,0,0,1,11,10,6,2.5,6,0,1,1,0.5,0.5,0,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.5,0.5,2,9.105,16.59333333,7.488333333299998,11.468333333324999,2.562499999987499,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,119.5,107.5,12
GaP,76.18684983,51.77542735,Ga1 P1,15,31,16,23,8,15,74,83,9,78.5,4.5,74,30.973762,69.723,38.749238,50.348381,19.374619,30.973762,302.91,317.3,14.389999999999986,310.105,7.194999999999993,302.91,13,15,2,14,1,13,3,4,1,3.5,0.5,3,107,122,15,114.5,7.5,107,1.81,2.19,0.3799999999999999,2,0.18999999999999995,1.81,2,2,0,2,0,2,1,3,2,2,1,1,0,10,10,5,5,0,0,0,0,0,0,0,5,13,8,9,4,5,0,0,0,0,0,0,3,5,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,1,3,18.8575,22.5702381,3.712738095199999,20.71386905,1.8563690475999994,18.8575,0,1.625,1.625,0.8125,0.8125,0,0,0,0,0,0,0,2,64,62,33,31,2
SbO2,91.8659915,54.45954811,Sb1 O2,8,51,43,22.333333333333332,19.11111111111111,8,85,87,2,86.33333333333333,0.8888888888888905,87,15.9994,121.76,105.76060000000001,51.25293333333334,47.004711111111114,15.9994,54.8,903.78,848.98,337.79333333333335,377.32444444444445,54.8,15,16,1,15.666666666666666,0.44444444444444464,16,2,5,3,3,1.3333333333333333,2,66,139,73,90.33333333333333,32.44444444444444,66,2.05,3.44,1.3900000000000001,2.9766666666666666,0.6177777777777779,3.44,2,2,0,2,0,2,3,4,1,3.6666666666666665,0.4444444444444445,4,0,10,10,3.3333333333333335,4.444444444444444,0,0,0,0,0,0,0,6,15,9,9,4,6,0,0,0,0,0,0,2,3,1,2.3333333333333335,0.4444444444444445,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2.3333333333333335,0.4444444444444445,2,9.105,31.56,22.455,16.59,9.979999999999999,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,166,154,63.333333333333336,68.44444444444444,12
LiAlSi,62.99251754,55.44851874,Li1 Al1 Si1,3,14,11,10,4.666666666666667,3,1,78,77,50.666666666666664,33.111111111111114,1,6.941,28.0855,21.1445,20.669346200000003,9.1522308,6.941,453.69,1687,1233.31,1024.72,441.52,453.69,1,14,13,9.333333333333334,5.5555555555555545,1,2,3,1,2.6666666666666665,0.4444444444444445,2,111,128,17,120,6,111,0.98,1.9,0.9199999999999999,1.4966666666666668,0.3444444444444444,0.98,1,2,1,1.6666666666666667,0.4444444444444444,1,0,2,2,1,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2.6666666666666665,1.1111111111111112,1,0,1,1,0.3333333333333333,0.4444444444444444,0,0,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,3.3333333333333335,1.5555555555555554,1,16.48,20.44,3.960000000000001,17.837777777766664,1.7348148148222222,16.48,0,0.773,0.773,0.25766666666666665,0.3435555555555556,0,0,0,0,0,0,0,225,229,4,227,1.3333333333333333,225
Ba2HfO4,109.9038111,59.76644803,Ba2 Hf1 O4,8,72,64,30.857142857142858,26.122448979591834,8,9,87,78,58.714285714285715,32.326530612244895,87,15.9994,178.49,162.4906,73.87737142857144,66.14625306122448,15.9994,54.8,2506,2451.2,675.0285714285714,708.8326530612246,54.8,2,16,14,10.285714285714286,6.530612244897959,16,2,6,4,3.7142857142857144,1.959183673469388,2,66,215,149,124.14285714285714,66.44897959183673,66,0.89,3.44,2.55,2.4057142857142857,1.1820408163265306,3.44,2,2,0,2,0,2,0,4,4,2.2857142857142856,1.959183673469388,4,0,2,2,0.2857142857142857,0.4897959183673469,0,0,14,14,2,3.4285714285714284,0,2,18,16,6.571428571428571,3.265306122448979,6,0,0,0,0,0,0,0,2,2,1.1428571428571428,0.979591837,2,0,8,8,1.1428571428571428,1.9591836734693877,0,0,0,0,0,0,0,0,8,8,2.2857142857142856,1.6326530612244896,2,9.105,63.59,54.485,26.542857142857144,21.16979591836735,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,100,100.57142857142857,12
BPd2,178.9958646,47.54836249,B1 Pd2,5,46,41,32.333333333333336,18.22222222222222,46,62,72,10,65.33333333333333,4.444444444444443,62,10.811,106.42,95.60900000000001,74.55033333333334,42.49288888888889,106.42,1828.05,2348,519.95,2001.3666666666668,231.08888888888896,1828.05,10,13,3,11,1.3333333333333333,10,2,5,3,4,1.3333333333333333,5,84,139,55,120.66666666666667,24.444444444444443,139,2.04,2.2,0.16000000000000014,2.146666666666667,0.071111111,2.2,0,2,2,0.6666666666666666,0.888888889,0,0,1,1,0.3333333333333333,0.4444444444444445,0,0,10,10,6.666666666666667,4.444444444444444,10,0,0,0,0,0,0,3,10,7,7.666666666666667,3.1111111111111107,10,0,0,0,0,0,0,0,5,5,1.6666666666666667,2.222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1.6666666666666667,2.222222222222222,0,7.1725,14.41,7.2375,11.9975,3.2166666666666663,14.41,0,1.524,1.524,0.508,0.6773333333333333,0,0,0,0,0,0,0,166,225,59,205.33333333333334,26.222222222222218,225
NiMoO4,147.0470959,56.74801827,Ni1 Mo1 O4,8,42,34,17,12,8,50,87,37,76.5,14,87,15.9994,95.96,79.9606,36.44183333333333,27.256577777777775,15.9994,54.8,2896,2841.2,807.1999999999999,1003.2000000000002,54.8,6,16,10,13.333333333333334,3.5555555555555554,16,2,5,3,2.8333333333333335,1.1111111111111112,2,66,154,88,90.33333333333333,32.44444444444444,66,1.91,3.44,1.53,2.9716666666666662,0.6244444444444445,3.44,1,2,1,1.8333333333333333,0.27777777777777785,2,0,4,4,2.6666666666666665,1.777777777777778,4,0,8,8,2.1666666666666665,2.8888888888888893,0,0,0,0,0,0,0,6,10,4,6.666666666666667,1.1111111111111114,6,0,1,1,0.16666666666666666,0.27777777777777773,0,0,2,2,1.3333333333333333,0.888888889,2,0,5,5,1.1666666666666667,1.5555555555555554,0,0,0,0,0,0,0,2,6,4,2.6666666666666665,1.111111111111111,2,9.105,15.69,6.584999999999999,10.405,1.7616666666666658,9.105,0,0,0,0,0,0,0,0.5953947,0.5953947,0.09923245,0.16538741666666668,0,12,229,217,83.66666666666667,95.55555555555554,12
FeCuO2,143.330517,50.20353755,Fe1 Cu1 O2,8,29,21,17.75,9.75,8,55,87,32,73.25,13.75,87,15.9994,63.546,47.5466,37.847449999999995,21.84805,15.9994,54.8,1811,1756.2,819.5925,764.7925,54.8,8,16,8,12.75,3.25,16,2,4,2,3,1,2,66,132,66,99,33,66,1.83,3.44,1.6099999999999999,2.6525,0.7875,3.44,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,10,10,4,4,0,0,0,0,0,0,0,6,11,5,7.75,1.75,6,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,4,4,1,1.5,0,0,0,0,0,0,0,1,4,3,2.25,0.875,2,9.105,11.07,1.9649999999999999,10.002500000000001,0.8975,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.5276657,0.79149855,0,12,229,217,119.5,107.5,12
V2NiS4,101.4439474,58.77286432,V2 Ni1 S4,16,28,12,19.714285714285715,4.244897959183674,16,46,88,42,72.14285714285714,18.122448979591837,88,32.065,58.6934,26.6284,41.262342857142855,10.511248979591837,32.065,388.36,2183,1794.6399999999999,1092.4914285714287,804.7216326530613,388.36,5,16,11,12,4.571428571428571,16,3,4,1,3.4285714285714284,0.4897959183673469,3,105,153,48,121.42857142857143,18.775510204081634,105,1.63,2.58,0.9500000000000002,2.212857142857143,0.41959183673469397,2.58,2,2,0,2,0,2,0,4,4,2.2857142857142856,1.959183673469388,4,0,8,8,2,2.2857142857142856,0,0,0,0,0,0,0,5,10,5,6.285714285714286,1.0612244897959182,6,0,0,0,0,0,0,0,2,2,1.1428571428571428,0.979591837,2,0,7,7,2.2857142857142856,2.693877551020408,0,0,0,0,0,0,0,2,7,5,3.4285714285714284,2.0408163265306123,2,10.32,25.786875,15.466874999999998,19.926785714285717,6.697244897959182,25.786875,0,2.202,2.202,1.2582857142857142,1.0785306122448979,2.202,0,0.5953947,0.5953947,0.085056386,0.14581094693877553,0,70,229,159,137.57142857142858,77.22448979591836,70
